task,taskSettings,findings,name,complianceRuleCalc,is_enabled,tpaAdditionalParams,apps,status,owner,presets,action,type,id,description,actions,severity,category
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': False, 'findingsAmt': 0, 'calcDate': '2023-05-19T12:52:58.322Z'}",CCPA - PHI,"{'bigidQuery': 'field IN (""classifier.Current Procedural Terminology (CPT) Code near Term"", ""classifier.ICD-10 Procedure Coding System (PCS) Code near Term"", ""classifier.US MBI"", ""classifier.Medical Condition (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Medication (English)"", ""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.Patient ID Number"", ""classifier.Admission Date"", ""classifier.Discharge Date"", ""classifier.ICD-10-CM Code"", ""classifier.ICD-10-CM Code near Term"", ""classifier.MD::ICD Code - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""Medical Record Number"", ""Health Plan Beneficiary Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Drugs"", ""Blood Type"", ""Admission Date"", ""Discharge Date"", ""ICD Code"", ""ICD Description"", ""Health Information"", ""Medical Treatment"", ""Medical Condition"", ""Health Insurance Information"", ""Medication"")', 'maxFindings': '1'}",True,,,UNVIOLATED,bigidadmin,[],,catalog,5df89fcb8181b08f72fbf210,"The California Consumer Privacy Act (CCPA) defines some health-related information as 'Personal information', such as medical information and health insurance information.",[],medium,CCPA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': False, 'findingsAmt': 0, 'calcDate': '2023-05-19T12:52:58.325Z'}",GDPR - PHI,"{'bigidQuery': 'field IN (""classifier.Anatomical Therapeutic Chemical (ATC) Codes near Term"", ""classifier.Medical Condition (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Medication (English)"", ""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.Patient ID Number"", ""classifier.Admission Date"", ""classifier.Discharge Date"", ""classifier.ICD-10 Code near Term"", ""classifier.Medical Treatment (Spanish)"", ""classifier.Medical Condition (Spanish)"", ""classifier.MD::ICD Code - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""Medical Record Number"", ""Health Plan Beneficiary Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Drugs"", ""Blood Type"", ""Admission Date"", ""Discharge Date"", ""ICD Code"", ""ICD Description"", ""Health Information"", ""Medical Treatment"", ""Medical Condition"", ""Health Insurance Information"", ""Medication"")', 'maxFindings': '1'}",True,,,UNVIOLATED,bigidadmin,[],,catalog,5df89fcb8181b08f72fbf212,"The EU's General Data Protection Regulation (GDPR) defines 'Personal data concerning health' as data pertaining to the health status of a data subject which reveal information relating to the past, current or future physical or mental health status of the data subject. This includes a disease, disability, disease risk, medical history, clinical treatment or the physiological or biomedical state of the data subject.",[],medium,GDPR
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': False, 'findingsAmt': 0, 'calcDate': '2023-05-19T12:52:58.326Z'}",LGPD - ID Numbers,"{'bigidQuery': 'field IN (""classifier.Brazilian Individual Taxpayer Registry Identification"", ""classifier.Brazilian Social Identification Number"", ""classifier.Brazilian Driver\'s License Number"", ""classifier.Brazilian National Health Card Number"", ""classifier.Brazilian Voter ID Number"", ""classifier.Brazilian Identity Card Number (Sao Paulo)"", ""classifier.Brazilian Identity Card Number (Minas Gerais)"")', 'maxFindings': '1'}",True,,,UNVIOLATED,bigidadmin,[],,catalog,5e1ca18d981dd77c91315c6b,"Brazil's General Personal Data Protection Act (LGPD) defines 'personal data' as 'information related to an identified or identifiable natural person'. This includes the ID numbers of individuals, such as Individual Taxpayer Registry Identification (CPF).",[],medium,LGPD
61967f6d35e1020014d3ff6d,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 9815, 'calcDate': '2023-05-19T12:52:58.372Z'}",LGPD - Electronic PII,"{'bigidQuery': 'field IN (""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.IMEI"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""classifier.MAC Address"", ""classifier.MD::Username - MD"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,catalog,5e1ca18d981dd77c91315c6d,Brazil's General Personal Data Protection Act (LGPD) defines 'personal data' as 'information related to an identified or identifiable natural person'. This includes online identifiers and email addresses.,[],medium,LGPD
63e397cde9c837001204b26c,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 543, 'calcDate': '2023-05-19T12:52:58.337Z'}",LGPD - Financial PII,"{'bigidQuery': 'field IN (""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Masked Credit Card Number near Term"", ""classifier.Last Four Credit Card Number Digits"", ""classifier.Card verification value (CVV)"", ""classifier.Personal identification number (PIN)"", ""classifier.Card verification value (CVV) near Expiration date"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""Credit Card Number"", ""Credit Card Expiration Date"", ""PIN"", ""CVV"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Masked Credit Card Number near Term"", ""classifier.Last Four Credit Card Number Digits"", ""classifier.Card verification value (CVV)"", ""classifier.Personal identification number (PIN)"", ""classifier.Card verification value (CVV) near Expiration date"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Brazilian Bank Branch Code"", ""classifier.Brazilian Bank Account Number"", ""classifier.Brazilian IBAN"", ""classifier.UnionPay Credit Card Number"", ""classifier.MD::Credit Card - MD"", ""classifier.MD::Bank Account Number - MD"", ""classifier.MD::Card verification value (CVV) - MD"", ""classifier.MD::Personal Identification Number (PIN) - MD"", ""Credit Card Number"", ""Credit Card Expiration Date"", ""Bank Account Number"", ""Customer Account Number"", ""Customer Purchase History"", ""Financial Transactions History"", ""Bank Code"", ""SWIFT Code"", ""CVV"", ""Income"", ""Financial Information"", ""Expense"", ""Salary"", ""International Bank Account Number (IBAN)"")', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,catalog,5e1ca18d981dd77c91315c6f,Brazil's General Personal Data Protection Act (LGPD) defines 'personal data' as 'information related to an identified or identifiable natural person'. This includes credit card numbers and Brazilian IBANs.,[],medium,LGPD
63e398ade9c837001204b375,"{'includeLinkToInventory': True, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 431, 'calcDate': '2023-05-19T12:52:58.389Z'}",Stale Data,"{'bigidQuery': 'metadata.modified_date <""2019-11-18""', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,access_governance,5eeb76d1507ad44c1825a23e,Files modified over 2 years ago,[],medium,
60db238a43f0590014fba376,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 146, 'calcDate': '2023-05-19T12:52:58.334Z'}",Expired Insurance Policies,"{'bigidQuery': 'system_tag.top entity sources=""Insurance Expired Policies""', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,access_governance,5ef466b1366e00e727a36b24,Files related to expired Insurance Policies with no outstanding claims,[],medium,
5f202b337c2bea0017c5a220,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 1135, 'calcDate': '2023-05-19T12:52:58.346Z'}",Duplicate Data,"{'bigidQuery': 'has_duplicates = true', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,catalog,5f202b33e3a5a54fc52dde96,Lists all duplicate objects,[],medium,
61807cc25e1bc100147dd5d0,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 128511, 'calcDate': '2023-05-19T12:52:58.357Z'}",GDPR - Data localization,"{'bigidQuery': 'data transfer EU', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,privacy,5f2bbac63620767d992c89bb,The EU's General Data Protection Regulation (GDPR) forbids the transfer of personal data of EU data subjects to countries that are outside of the EEA and were not deemed as having adequate data protection regulations by the European Commission.,[],medium,GDPR
63e3b7cce9c837001204d267,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 25, 'calcDate': '2023-05-19T12:52:58.387Z'}",CVs shared with outside world,"{'bigidQuery': 'catalog_tag.Access Type = ""External Access"" AND field = ""classifier.DOC::default::HR.CV""', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,access_governance,6086931a6464de04ae29e4d1,"This policy finds CVs that are shared outside of the company
It helps prevent leakage of personal details about candidates and employees found in these documents",[],medium,
60db237b43f0590014fba370,"{'includeLinkToInventory': True, 'includeLinkToCatalog': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 64886, 'calcDate': '2023-05-19T12:53:02.311Z'}",High Risk Findings,"{'bigidQuery': 'risk > 90', 'maxFindings': '0'}",True,,[],VIOLATED,bigidadmin,[],,privacy,60cc4aebe0a409b7039a0d02,High Risk Findings,[],medium,
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Alabama Data Breach Notification Act,"{'bigidQuery': 'field IN (""classifier.Alabama Phone Number (Narrow)"", ""classifier.Alabama ZIP Code"", ""classifier.Alabama ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"", ""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235794e3e49f1e4fe2cbb0,"Alabama's Data Breach Notification Act requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,Alabama Data Breach Notification Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Alaska Personal Information Protection Act,"{'bigidQuery': 'field IN (""classifier.Alaska Phone Number (Narrow)"", ""classifier.Alaska ZIP Code"", ""classifier.Alaska ZIP+4 Code near Term"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US SSN"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"",""classifier.US MBI"", ""classifier.Common Hashed Passwords"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Username and Explicit Password"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.US Full Name"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Email and Cleartext Password"", ""classifier.US Bank Account Number"", ""classifier.US Passport Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"",""classifier.Health Plan Beneficiary Number"", ""classifier.Medical Record Number (MRN)"", ""classifier.US Full Name (Wide)"", ""classifier.MD::Social Security Number - MD"", ""classifier.MD::Driver\'s License Number - MD"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.NER::Full Name"", ""First Name"", ""Given Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Email"", ""Credit Card Number"", ""Social Security Number (SSN)"", ""Password"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Medical Treatment"", ""Medical Condition"", ""Medication"", ""CVV"", ""PIN"", ""Bank Account Number"", ""Passport Number"", ""Driver’s License Number"", ""Health Plan Beneficiary Number"", ""Medical Record Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,61235794e3e49f1e4fe2cbb2,"Alaska's Personal Information Protection Act requires certain entities to provide notice upon a breach of security that results in the unauthorized acquisition of sensitive personally identifying information. This includes such information as a social security number, a driver's license number, a financial account number, and a password.",[],medium,Alaska Personal Information Protection Act
